OBS,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,FeatPrivate,FeatSunshine,FeatKeebler,FeatNabisco,DisplPrivate,DisplSunshine,DisplKeebler,DisplNabisco
2522,0,0,0,1,0.680000007,0.789999962,1.079999924,1.029999971,0,1,1,0,0,0,0,0
2523,0,0,0,1,0.680000007,0.99000001,1.079999924,0.889999986,0,0,0,1,0,0,0,0
2524,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0
2525,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0
2526,0,0,0,1,0.680000007,1.00999999,1.169999957,1.129999995,0,0,0,0,0,0,0,0
2527,0,0,0,1,0.680000007,0.789999962,0.99000001,1.129999995,0,0,1,0,0,0,0,0
2528,0,0,0,1,0.680000007,1.00999999,0.99000001,1.129999995,0,0,1,0,0,0,0,0
2529,0,0,0,1,0.680000007,1.039999962,1.049999952,0.949999988,0,0,0,1,0,0,0,0
2530,0,0,0,1,0.680000007,1.039999962,1.049999952,0.949999988,0,0,0,0,0,0,0,0
2531,0,0,0,1,0.680000007,1.089999914,1.169999957,1.129999995,0,0,0,0,0,0,0,0
2532,0,0,0,1,0.680000007,0.789999962,1.089999914,1.129999995,0,1,0,0,0,0,0,0
2533,0,0,0,1,0.680000007,0.789999962,1.089999914,1.129999995,0,1,1,0,0,0,0,0
2534,0,0,0,1,0.680000007,1.089999914,0.99000001,0.949999988,0,0,0,1,0,0,1,0
2535,0,0,0,1,0.680000007,0.889999986,1.089999914,1.089999914,0,0,0,1,0,1,1,0
2536,0,0,0,1,0.680000007,0.889999986,1.190000057,1.190000057,0,1,0,0,0,1,1,1
2537,0,0,0,1,0.680000007,1.089999914,1.23999989,0.74000001,0,0,0,1,0,1,1,1
2538,0,0,0,1,0.680000007,0.970000029,1.23999989,1.089999914,0,0,0,1,0,0,1,1
2539,0,0,0,1,0.680000007,0.99000001,1.23999989,1.190000057,0,0,0,0,0,0,1,0
2540,0,0,0,1,0.680000007,1.039999962,1.089999914,1.089999914,0,0,1,0,0,0,0,1
2541,0,0,0,1,0.680000007,1.039999962,1.089999914,1.089999914,0,0,1,1,0,0,0,0
2542,0,0,0,1,0.680000007,1.039999962,1.23999989,1.089999914,0,0,1,1,0,0,0,0
2543,0,0,0,1,0.680000007,1.089999914,1.23999989,1.190000057,0,0,0,0,0,0,0,0
2544,0,0,0,1,0.680000007,1.089999914,1.23999989,1.190000057,0,0,0,0,0,0,0,0
2545,0,0,0,1,0.680000007,1.089999914,1.199999928,0.99000001,0,0,1,0,0,0,0,0
2546,0,0,0,1,0.680000007,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,0,0
2547,0,0,0,1,0.680000007,1.190000057,1.089999914,1.289999962,0,0,1,0,0,0,0,0
2548,0,0,0,1,0.649999976,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
2549,0,0,0,1,0.680000007,1.089999914,1.25,1.289999962,0,0,0,0,0,0,0,0
2550,1,0,0,0,0.789999962,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0
2551,1,0,0,0,0.789999962,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
2552,1,0,0,0,0.789999962,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0
2553,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,1,0,0,0,0,0,0
2554,1,0,0,0,0.889999986,0.789999962,1.089999914,1.089999914,0,0,0,0,0,0,0,0
2555,1,0,0,0,0.889999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2556,1,0,0,0,0.889999986,0.980000019,1.049999952,1.089999914,0,0,0,0,0,0,0,0
2557,1,0,0,0,0.889999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2558,1,0,0,0,0.789999962,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2559,1,0,0,0,1.149999976,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,1
2560,1,0,0,0,1.149999976,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
2561,1,0,0,0,1.149999976,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,1,1
2562,1,0,0,0,0.99000001,0.949999988,1.25,0.99000001,0,0,0,0,0,0,0,1
2563,1,0,0,0,0.889999986,1.089999914,1.169999957,1.289999962,0,0,0,0,0,0,0,0
2564,0,1,0,0,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0
2565,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,1
2566,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,1,0,0,0,1,0,0
2567,0,0,0,1,0.49000001,0.839999914,1.019999981,0.539999962,0,1,0,1,0,1,0,1
2568,1,0,0,0,0.5,0.889999986,1.070000052,1.149999976,1,0,0,0,1,0,0,0
2569,0,1,0,0,0.649999976,0.689999998,1.070000052,1.149999976,0,1,0,0,0,0,0,0
2570,0,0,0,1,0.649999976,0.889999986,1.149999976,0.74000001,0,0,0,1,0,0,1,0
2571,1,0,0,0,0.5,0.970000029,1.089999914,1.149999976,0,0,0,0,0,0,1,0
2572,1,0,0,0,0.649999976,0.970000029,1.089999914,1.149999976,0,0,1,0,0,0,1,0
2573,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
2574,1,0,0,0,0.649999976,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
2575,1,0,0,0,0.589999914,0.970000029,1.149999976,1.25,1,0,0,0,1,0,0,0
2576,1,0,0,0,0.589999914,0.970000029,1.149999976,1.089999914,1,0,0,1,0,0,0,0
2577,0,0,0,1,0.599999964,0.970000029,1.25,0.74000001,0,0,0,0,0,0,0,0
2578,1,0,0,0,0.5,0.970000029,1.089999914,1.089999914,1,0,0,0,1,0,1,1
2579,1,0,0,0,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,0,0,1,0
2580,0,0,0,1,0.819999933,1.089999914,1.209999919,0.589999914,0,0,0,0,0,0,1,0
2581,0,0,0,1,0.819999933,1.089999914,1.209999919,0.589999914,0,0,0,0,0,0,1,0
2582,1,0,0,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,1,0,0,0,1,0
2583,0,0,0,1,0.589999914,1.049999952,1.289999962,0.839999914,0,0,0,0,0,0,0,1
2584,1,0,0,0,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
2585,0,0,0,1,0.709999979,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,0
2586,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
2587,0,0,0,1,0.649999976,0.689999998,1.049999952,0.889999986,0,1,0,0,0,1,0,1
2588,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0
2589,0,0,0,1,0.639999986,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2590,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2591,0,0,0,1,0.839999914,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2592,0,0,0,1,0.779999912,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2593,0,0,0,1,0.779999912,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,1
2594,0,0,0,1,0.609999955,1.089999914,1.089999914,1.089999914,0,0,0,1,0,0,1,1
2595,0,0,0,1,0.609999955,1.029999971,1.089999914,1.089999914,0,0,0,0,0,0,1,1
2596,0,0,0,1,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0
2597,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
2598,0,0,0,1,0.529999912,1.049999952,1.289999962,0.99000001,1,0,0,0,1,0,0,1
2599,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
2600,0,0,0,1,0.579999924,1.049999952,1.190000057,1.25,0,0,0,0,1,0,0,0
2601,1,0,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,0
2602,0,0,0,1,0.789999962,1.089999914,1.169999957,1.289999962,0,0,0,0,0,0,0,0
2603,1,0,0,0,0.549999952,0.99000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0
2604,1,0,0,0,0.549999952,0.49000001,1.089999914,1.089999914,0,1,0,0,0,0,0,0
2605,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2606,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2607,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2608,1,0,0,0,0.549999952,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,1,0
2609,1,0,0,0,0.549999952,0.980000019,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2610,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
2611,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
2612,1,0,0,0,0.549999952,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,1
2613,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,0,0,0,0
2614,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
2615,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,1,0,0,0,0,0,0
2616,1,0,0,0,0.589999914,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,1
2617,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2618,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,1
2619,1,0,0,0,0.589999914,0.949999988,1.25,0.99000001,0,0,0,0,0,0,0,1
2620,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,1
2621,1,0,0,0,0.589999914,1.089999914,1.219999909,1.289999962,0,0,0,0,0,0,0,0
2622,0,1,0,0,0.5,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
2623,0,1,0,0,0.649999976,0.889999986,0.889999986,1.049999952,0,0,1,0,0,0,1,0
2624,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
2625,0,1,0,0,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,0
2626,0,1,0,0,0.49000001,0.889999986,1.019999981,0.889999986,0,0,0,1,0,0,0,1
2627,0,1,0,0,0.649999976,0.889999986,0.99000001,1.149999976,0,0,1,0,0,0,1,0
2628,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
2629,0,1,0,0,0.649999976,0.789999962,1.25,1.089999914,0,0,0,0,0,0,0,1
2630,0,1,0,0,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,1
2631,0,1,0,0,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,1
2632,0,1,0,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
2633,0,1,0,0,0.589999914,1.049999952,1.169999957,1.289999962,0,0,0,0,1,0,0,1
2634,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,0,0,0,0,1
2635,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,1,0,0,0,0,0
2636,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
2637,0,0,0,1,0.5,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,0,0
2638,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
2639,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
2640,0,0,0,1,0.649999976,0.889999986,1.049999952,0.889999986,0,0,0,0,0,0,0,0
2641,0,0,0,1,0.5,0.889999986,1.149999976,0.99000001,1,0,0,0,0,0,1,0
2642,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,0
2643,0,0,0,1,0.649999976,0.879999995,1.149999976,1.089999914,0,0,0,0,0,0,0,1
2644,0,0,0,1,0.649999976,0.879999995,1.25,1.089999914,0,0,0,1,0,0,0,1
2645,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
2646,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
2647,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,1,0,0,1
2648,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,0,0,0,0,0
2649,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
2650,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,1
2651,1,0,0,0,0.549999952,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0
2652,1,0,0,0,0.549999952,0.689999998,0.879999995,0.889999986,0,0,0,0,0,1,0,0
2653,1,0,0,0,0.549999952,0.980000019,0.99000001,1.089999914,0,0,0,0,0,1,0,1
2654,1,0,0,0,0.549999952,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,1
2655,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0
2656,1,0,0,0,0.549999952,0.589999914,1.089999914,0.889999986,0,0,0,0,0,1,0,0
2657,1,0,0,0,0.549999952,0.789999962,1.089999914,0.889999986,0,0,0,0,0,1,0,0
2658,1,0,0,0,0.549999952,0.789999962,1.049999952,1.089999914,0,0,0,0,0,1,0,0
2659,1,0,0,0,0.549999952,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2660,1,0,0,0,0.549999952,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2661,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2662,1,0,0,0,0.549999952,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,1
2663,1,0,0,0,0.549999952,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,0
2664,1,0,0,0,0.549999952,0.789999962,1.209999919,1.089999914,0,1,0,0,0,1,0,1
2665,1,0,0,0,0.589999914,0.789999962,1.209999919,1.089999914,0,0,0,0,0,1,0,1
2666,1,0,0,0,0.589999914,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,1
2667,1,0,0,0,0.589999914,1.089999914,1.199999928,1.190000057,0,0,0,0,0,0,0,1
2668,1,0,0,0,0.589999914,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
2669,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2670,1,0,0,0,0.589999914,1.089999914,1.209999919,0.99000001,0,0,0,0,0,0,0,0
2671,0,1,0,0,0.859999955,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,1
2672,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,1,0,0,0,0
2673,1,0,0,0,0.589999914,0.949999988,1.190000057,1.289999962,0,0,0,0,0,0,0,0
2674,1,0,0,0,0.589999914,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,0
2675,0,0,0,1,0.589999914,0.930000007,0.879999995,0.959999979,0,0,0,0,0,0,0,0
2676,0,1,0,0,0.589999914,0.579999924,0.879999995,0.879999995,0,1,0,0,0,1,0,0
2677,0,0,1,0,0.589999914,0.779999912,0.879999995,0.879999995,0,0,0,0,0,1,0,1
2678,0,0,0,1,0.589999914,0.680000007,0.879999995,0.879999995,0,0,0,0,0,1,0,1
2679,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,1
2680,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
2681,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
2682,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
2683,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
2684,0,0,0,1,0.589999914,0.920000017,0.980000019,0.879999995,0,0,0,0,0,0,0,0
2685,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
2686,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
2687,0,0,0,1,0.589999914,0.930000007,0.980000019,0.879999995,0,0,0,0,0,0,0,0
2688,0,0,0,1,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,0,0
2689,0,0,0,1,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,1,0
2690,0,0,0,1,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,1,0
2691,0,0,0,1,0.579999924,0.930000007,1.029999971,0.980000019,0,0,0,0,0,0,1,0
2692,0,0,0,1,0.579999924,0.879999995,1.089999914,1.049999952,0,0,0,0,0,1,0,0
2693,0,0,0,1,0.579999924,0.779999912,1.089999914,1.049999952,0,1,0,0,0,1,0,0
2694,0,0,0,1,0.579999924,0.879999995,1.089999914,1.079999924,0,0,0,0,0,1,0,0
2695,0,0,0,1,0.579999924,0.879999995,0.980000019,0.980000019,0,0,0,0,0,1,0,0
2696,0,0,0,1,0.579999924,0.879999995,0.980000019,1.079999924,0,0,0,1,0,0,1,1
2697,0,0,0,1,0.579999924,0.879999995,1.190000057,1.079999924,0,0,0,0,0,0,1,1
2698,0,0,0,1,0.579999924,0.879999995,1.129999995,1.079999924,0,0,0,0,0,0,1,1
2699,0,0,0,1,0.629999995,0.930000007,1.190000057,1,0,0,0,1,1,0,0,1
2700,0,0,0,1,0.629999995,0.930000007,1.119999886,0.980000019,0,0,0,0,1,0,0,1
2701,0,0,0,1,0.639999986,0.930000007,1.119999886,0.980000019,0,0,0,0,0,0,0,0
2702,0,0,0,1,0.609999955,1.23999989,1.049999952,0.879999995,0,0,0,1,0,0,0,0
2703,0,0,0,1,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0
2704,0,0,0,1,0.649999976,0.889999986,1.019999981,1.049999952,0,0,0,0,0,0,0,1
2705,0,0,0,1,0.49000001,0.889999986,1.019999981,1.049999952,1,0,0,0,1,0,0,0
2706,0,0,0,1,0.680000007,0.789999962,1.079999924,0.889999986,0,0,0,0,0,1,0,0
2707,0,0,0,1,0.670000017,0.889999986,1.019999981,0.889999986,0,0,0,0,0,0,0,1
2708,0,0,0,1,0.649999976,0.889999986,1.070000052,1.149999976,0,0,0,0,0,0,0,0
2709,0,0,0,1,0.779999912,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2710,0,0,0,1,0.5,0.889999986,1.149999976,0.99000001,1,0,0,0,0,0,1,0
2711,0,0,0,1,0.649999976,0.889999986,1.149999976,0.99000001,0,0,0,0,0,0,1,0
2712,0,0,0,1,0.649999976,0.889999986,1.149999976,0.99000001,0,0,0,0,0,0,1,0
2713,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,0
2714,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
2715,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
2716,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
2717,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
2718,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
2719,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
2720,0,0,0,1,0.5,0.970000029,1.169999957,1.089999914,1,0,0,0,1,0,0,1
2721,0,0,0,1,0.649999976,1.049999952,1.25,1.25,0,0,0,0,0,0,0,1
2722,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,1
2723,0,0,0,1,0.649999976,1.049999952,1.169999957,0.99000001,0,0,0,0,0,0,0,0
2724,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0
2725,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
2726,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
2727,1,0,0,0,0.789999962,0.689999998,0.879999995,0.889999986,0,0,0,0,0,0,0,0
2728,1,0,0,0,0.549999952,0.689999998,0.879999995,1.089999914,0,0,0,0,0,0,0,0
2729,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
2730,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0
2731,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,1,0,0,0,0,0,0
2732,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2733,1,0,0,0,0.889999986,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2734,1,0,0,0,0.549999952,0.99000001,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2735,1,0,0,0,0.889999986,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
2736,1,0,0,0,0.549999952,0.980000019,1.089999914,1.289999962,0,0,0,0,0,0,0,0
2737,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,1,0,0,1
2738,1,0,0,0,0.689999998,0.980000019,1.209999919,1.190000057,0,0,0,0,1,0,0,1
2739,1,0,0,0,0.549999952,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
2740,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,1
2741,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
2742,0,1,0,0,0.779999912,0.789999962,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2743,1,0,0,0,0.579999924,0.930000007,1.190000057,1.079999924,0,0,0,0,0,0,0,0
2744,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2745,1,0,0,0,0.589999914,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
2746,1,0,0,0,0.680000007,0.930000007,1.119999886,0.980000019,0,0,0,0,1,0,1,0
2747,1,0,0,0,0.589999914,1.089999914,1.159999967,1.289999962,0,0,0,0,0,0,0,0
2748,1,0,0,0,0.589999914,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0
2749,1,0,0,0,0.549999952,0.99000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0
2750,1,0,0,0,0.549999952,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,0
2751,1,0,0,0,0.549999952,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,0
2752,1,0,0,0,0.720000029,0.49000001,1.089999914,1.089999914,0,1,0,0,0,0,0,0
2753,1,0,0,0,0.549999952,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2754,1,0,0,0,0.549999952,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0
2755,1,0,0,0,0.549999952,0.789999962,1.049999952,1.089999914,0,0,0,0,0,0,0,0
2756,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2757,1,0,0,0,0.549999952,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2758,1,0,0,0,0.889999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2759,1,0,0,0,0.549999952,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2760,1,0,0,0,0.549999952,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2761,0,0,0,1,0.519999921,0.970000029,1.089999914,1.149999976,0,0,1,0,0,0,0,1
2762,1,0,0,0,0.549999952,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2763,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
2764,1,0,0,0,0.589999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2765,1,0,0,0,0.589999914,0.889999986,1.209999919,0.99000001,0,0,0,0,0,0,0,1
2766,1,0,0,0,0.589999914,0.949999988,1.25,0.99000001,0,0,0,0,0,0,0,1
2767,1,0,0,0,0.589999914,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,1
2768,1,0,0,0,0.589999914,1.089999914,1.179999828,1.289999962,0,0,0,0,0,0,0,0
2769,1,0,0,0,0.589999914,1.289999962,1.039999962,1.2299999,0,0,0,0,0,0,0,0
2770,0,0,0,1,0.689999998,0.789999962,0.99000001,0.689999998,0,0,0,0,0,0,0,0
2771,0,1,0,0,0.689999998,0.789999962,0.99000001,1.00999999,0,0,0,0,0,0,0,1
2772,1,0,0,0,0.689999998,0.889999986,0.99000001,1.129999995,0,0,0,0,0,0,0,1
2773,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0
2774,0,0,0,1,0.779999912,0.980000019,1.089999914,0.889999986,0,0,0,0,0,0,0,0
2775,0,1,0,0,0.789999962,0.789999962,1.149999976,1.00999999,0,0,0,0,0,0,0,0
2776,1,0,0,0,0.689999998,0.789999962,1.089999914,1.179999828,0,0,0,0,0,0,0,0
2777,1,0,0,0,0.789999962,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2778,0,0,0,1,0.680000007,1.00999999,1.169999957,0.949999988,0,0,0,1,0,0,0,0
2779,1,0,0,0,0.789999962,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
2780,0,1,0,0,0.49000001,0.789999962,1.25,1.059999824,1,0,0,0,0,1,0,1
2781,0,1,0,0,0.779999912,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
2782,0,1,0,0,0.689999998,0.789999962,1.089999914,1.2299999,0,0,0,0,1,1,0,0
2783,0,1,0,0,0.689999998,0.789999962,1.25,0.99000001,0,0,0,0,1,1,0,0
2784,0,1,0,0,0.689999998,0.789999962,1.25,0.99000001,0,0,0,0,0,0,0,1
2785,0,1,0,0,0.689999998,0.789999962,1.25,0.99000001,0,0,0,0,0,0,0,1
2786,0,1,0,0,0.579999924,0.879999995,1.089999914,1.190000057,0,0,0,0,0,1,0,1
2787,0,1,0,0,0.680000007,0.889999986,1.23999989,1.089999914,0,1,0,1,0,1,1,1
2788,0,0,0,1,0.75,0.789999962,1.349999905,1.289999962,0,0,0,0,0,1,0,0
2789,1,0,0,0,0.889999986,0.980000019,1.190000057,1.289999962,0,0,0,0,0,0,0,0
2790,0,1,0,0,0.779999912,0.789999962,1.209999919,1.089999914,0,1,0,0,0,0,0,0
2791,0,1,0,0,0.759999931,0.789999962,1.349999905,1.149999976,0,0,0,1,0,1,0,1
2792,0,1,0,0,0.759999931,0.789999962,1.349999905,1.149999976,0,0,0,1,0,1,0,1
2793,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,0,0,0,0,0,0,0
2794,1,0,0,0,0.889999986,0.789999962,1.209999919,1.089999914,0,0,0,0,0,0,0,1
